WARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://192.168.198.92:5000
Press CTRL+C to quit
127.0.0.1 - - [18/Sep/2026 22:22:33] "GET /login HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:21:13] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:21:13] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:21:43] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:21:43] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:22:13] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:22:13] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:22:43] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:22:43] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:23:13] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:23:13] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:23:43] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:23:43] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:24:13] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:24:13] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:24:43] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:24:43] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:25:13] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:25:13] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:25:26] "POST /api/notes HTTP/1.1" 201 -
127.0.0.1 - - [18/Sep/2026 23:25:29] "GET /notes HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:25:29] "GET /static/js/app.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:25:29] "GET /static/css/design-system.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:25:29] "GET /static/js/sandbox-engine.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:25:29] "GET /static/js/offline-store.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:25:29] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:25:29] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:25:29] "GET /favicon.ico HTTP/1.1" 204 -
127.0.0.1 - - [18/Sep/2026 23:25:29] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:25:29] "GET /static/manifest.webmanifest HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:25:29] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:25:31] "GET /service-worker.js HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:25:36] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:25:36] "GET /favicon.ico HTTP/1.1" 204 -
127.0.0.1 - - [18/Sep/2026 23:25:36] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:25:40] "GET /progress HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:25:40] "GET /static/css/design-system.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:25:40] "GET /static/js/sandbox-engine.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:25:40] "GET /static/js/offline-store.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:25:40] "GET /static/js/app.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:25:40] "GET /favicon.ico HTTP/1.1" 204 -
127.0.0.1 - - [18/Sep/2026 23:25:40] "GET /static/manifest.webmanifest HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:25:40] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:25:40] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:25:40] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:25:40] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:25:41] "GET /service-worker.js HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:26:10] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:26:10] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:26:40] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:26:40] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:27:10] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:27:10] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:27:40] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:27:40] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:10] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:10] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:33] "GET /sandbox HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:33] "GET /static/js/offline-store.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:28:33] "GET /static/css/design-system.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:28:33] "GET /static/js/app.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:28:33] "GET /static/js/sandbox-engine.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:28:33] "GET /favicon.ico HTTP/1.1" 204 -
127.0.0.1 - - [18/Sep/2026 23:28:33] "GET /static/manifest.webmanifest HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:28:33] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:33] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:33] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:33] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:33] "GET /assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:33] "GET /static/css/design-system.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:28:33] "GET /static/js/app.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:28:33] "GET /static/js/sandbox-engine.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:28:33] "GET /static/js/offline-store.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:28:34] "GET /favicon.ico HTTP/1.1" 204 -
127.0.0.1 - - [18/Sep/2026 23:28:34] "GET /static/manifest.webmanifest HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:28:34] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:34] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:34] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:34] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:34] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:34] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:34] "GET /practical HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:34] "GET /static/css/design-system.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:28:34] "GET /static/js/app.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:28:34] "GET /static/js/sandbox-engine.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:28:34] "GET /static/js/offline-store.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:28:34] "GET /static/manifest.webmanifest HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:28:34] "GET /favicon.ico HTTP/1.1" 204 -
127.0.0.1 - - [18/Sep/2026 23:28:34] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:34] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:34] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:34] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:35] "GET /assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:35] "GET /static/css/design-system.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:28:35] "GET /static/js/app.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:28:35] "GET /static/js/sandbox-engine.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:28:35] "GET /static/js/offline-store.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:28:35] "GET /favicon.ico HTTP/1.1" 204 -
127.0.0.1 - - [18/Sep/2026 23:28:35] "GET /static/manifest.webmanifest HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:28:35] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:35] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:35] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:35] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:35] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:35] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:36] "GET /tests HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:36] "GET /static/js/sandbox-engine.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:28:36] "GET /static/css/design-system.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:28:36] "GET /static/js/app.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:28:37] "GET /static/js/offline-store.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:28:37] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:37] "GET /favicon.ico HTTP/1.1" 204 -
127.0.0.1 - - [18/Sep/2026 23:28:37] "GET /static/manifest.webmanifest HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:28:37] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:37] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:37] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:37] "GET /service-worker.js HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:37] "GET /subjects HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:37] "GET /static/js/app.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:28:37] "GET /static/css/design-system.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:28:37] "GET /static/js/sandbox-engine.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:28:37] "GET /static/js/offline-store.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:28:37] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:37] "GET /favicon.ico HTTP/1.1" 204 -
127.0.0.1 - - [18/Sep/2026 23:28:37] "GET /static/manifest.webmanifest HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:28:37] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:37] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:37] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:28:39] "GET /service-worker.js HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:29:08] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:29:08] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:29:38] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:29:38] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:30:08] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:30:08] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:30:38] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:30:38] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:31:08] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:31:08] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:31:37] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:31:38] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:32:07] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:32:07] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:32:46] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:32:46] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:33:46] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:33:46] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:34:47] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:34:47] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:35:47] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:35:47] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:36:47] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:36:47] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:37:47] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:37:47] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:38:47] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:38:47] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:39:47] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:39:47] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:40:46] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:40:46] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:41:47] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:41:47] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:42:47] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:42:47] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:43:40] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:43:40] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:43:47] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:43:47] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:44:47] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:44:47] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:45:46] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:45:47] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:46:47] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:46:47] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:47:46] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:47:46] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:28] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:28] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:28] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:28] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:31] "GET /ask-ai HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:31] "GET /static/js/offline-store.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:31] "GET /static/css/design-system.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:31] "GET /static/js/app.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:31] "GET /static/js/sandbox-engine.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:31] "GET /api/v1/ai/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:31] "GET /favicon.ico HTTP/1.1" 204 -
127.0.0.1 - - [18/Sep/2026 23:48:31] "GET /static/manifest.webmanifest HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:31] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:31] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:31] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:31] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:33] "GET /service-worker.js HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:34] "GET /sandbox HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:34] "GET /static/css/design-system.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:34] "GET /static/js/app.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:34] "GET /static/js/sandbox-engine.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:34] "GET /static/js/offline-store.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:34] "GET /favicon.ico HTTP/1.1" 204 -
127.0.0.1 - - [18/Sep/2026 23:48:34] "GET /static/manifest.webmanifest HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:34] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:34] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:34] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:34] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:35] "GET /progress HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:35] "GET /static/css/design-system.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:35] "GET /static/js/app.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:35] "GET /static/js/sandbox-engine.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:35] "GET /static/js/offline-store.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:35] "GET /favicon.ico HTTP/1.1" 204 -
127.0.0.1 - - [18/Sep/2026 23:48:35] "GET /static/manifest.webmanifest HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:35] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:35] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:35] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:35] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:35] "GET /service-worker.js HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:36] "GET /notes HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:36] "GET /static/js/sandbox-engine.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:36] "GET /static/js/app.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:36] "GET /static/css/design-system.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:36] "GET /static/js/offline-store.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:36] "GET /static/manifest.webmanifest HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:36] "GET /favicon.ico HTTP/1.1" 204 -
127.0.0.1 - - [18/Sep/2026 23:48:36] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:36] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:36] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:36] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:37] "GET /assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:37] "GET /static/js/app.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:37] "GET /static/css/design-system.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:37] "GET /static/js/sandbox-engine.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:37] "GET /static/js/offline-store.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:37] "GET /favicon.ico HTTP/1.1" 204 -
127.0.0.1 - - [18/Sep/2026 23:48:37] "GET /static/manifest.webmanifest HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:37] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:37] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:37] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:37] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:37] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:37] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:37] "GET /service-worker.js HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:37] "GET /practical HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:37] "GET /static/js/sandbox-engine.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:37] "GET /static/js/offline-store.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:37] "GET /static/css/design-system.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:37] "GET /static/js/app.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:37] "GET /favicon.ico HTTP/1.1" 204 -
127.0.0.1 - - [18/Sep/2026 23:48:37] "GET /static/manifest.webmanifest HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:38] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:38] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:38] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:38] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:39] "GET /tests HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:39] "GET /static/js/offline-store.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:39] "GET /static/css/design-system.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:39] "GET /static/js/app.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:39] "GET /static/js/sandbox-engine.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:39] "GET /favicon.ico HTTP/1.1" 204 -
127.0.0.1 - - [18/Sep/2026 23:48:39] "GET /static/manifest.webmanifest HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:39] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:39] "GET /api/system/status HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:39] "GET /api/v1/assignments HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:39] "GET /api/v1/announcements HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:39] "GET /my-learning HTTP/1.1" 200 -
127.0.0.1 - - [18/Sep/2026 23:48:39] "GET /static/js/app.js HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:39] "GET /static/css/design-system.css HTTP/1.1" 304 -
127.0.0.1 - - [18/Sep/2026 23:48:39] "GET /static/js/sandbox-engine.js HTTP/1.1" 304 -
